,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
2492,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Crushed raspberry, blue flower, tilled soil and graphite aromas lead the nose on this firmly structured wine. It's still very young and needs to open up fully, but the palate already displays breeding and class. It offers ripe black cherry, ground black pepper, licorice and grilled sage alongside tightly wound but fine tannins. Drink 2018–2026.",Fausoni,Giuliana Imports,Sottimano 2011 Fausoni  (Barbaresco),$58, Piedmont,93,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Sottimano
2493,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Ripe and delicious, this starts off with aromas of fresh violet, rose, perfumed berry, exotic spice and tilled earth. It's still young but the palate already delivers a great depth of flavors including juicy black cherry, crushed raspberry, clove and black pepper alongside chewy tannins. Drink 2016 to 2021.",Pajorè,Giuliana Imports,Sottimano 2011 Pajorè  (Barbaresco),$58, Piedmont,93,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Sottimano
2494,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Blue flower, ripe berry, baking spice and mint aromas lead the nose on this full-bodied, elegant wine. The palate delivers juicy black cherry, crushed raspberry, cinnamon, licorice and mineral alongside firm, ripe tannins. It's young but already displays a great combination of structure and finesse.",Nervo,The Wine Company,Rizzi 2011 Nervo  (Barbaresco),$49, Piedmont,93,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Rizzi
2495,14%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Scents of bright red berry, violet, rose, orange peel, leather and a balsamic note all mingle in the glass. The smooth, savory palate delivers ripe black cherry, black raspberry, freshly ground white pepper, cinnamon and licorice alongside firm but polished tannins. It's nicely balanced and very refined. Drink 2016–2026.",Reyna,Kobrand,Michele Chiarlo 2011 Reyna  (Barbaresco),$47, Piedmont,93,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Michele Chiarlo
2496,14%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"This opens with a classic Nebbiolo fragrance of red rose, leather, perfumed wild berries, forest floor and a hint of menthol. On the palate, white pepper, mint, thyme and eucalyptus notes add depth to the mouthwatering wild cherry and ripe raspberry flavors. It's still young, with a firm, tannic backbone balanced with just enough fresh acidity. Drink 2018–2026.",Roncaglie,Montcalm Wine Importers,Poderi Colla 2011 Roncaglie  (Barbaresco),$70, Piedmont,93,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Poderi Colla
2497,14.5%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Intense aromas of dried rose, leather, truffle and crushed berry lead the nose. The ripe, forward palate offers crushed black cherry, wild raspberry, cinnamon white pepper and sage alongside chewy tannins. Drink 2015–2022.",,Domaine Select Wine & Spirits,Borgogno 2009  Barolo,$80, Piedmont,93,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2009,Borgogno
2498,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Underbrush, tobacco, dark cherry, licorice and grilled herb are just some of the aromas offered by this structured wine. The palate delivers mature black cherry, black pepper, sage and licorice alongside tongue-coating tannins that need time to soften. It hails from a top vineyard site and is an impressive effort from this hot, dry vintage. Drink 2017–2024.",Montestefano Riserva,Vias Imports,Produttori del Barbaresco 2009 Montestefano Riserva  (Barbaresco),$65, Piedmont,93,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2009,Produttori del Barbaresco
2499,N/A,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Aromas of red and black berries, tilled earth, leather and balsamic notes characterize this structured, single-vineyard bottling. The savory palate delivers creamy cherry-berry layered with mint, white pepper, licorice and balsamic herbs supported by firm tannins. Drink 2016–2026.",Bric Turot,Ste. Michelle Wine Estates,Prunotto 2011 Bric Turot  (Barbaresco),$71, Piedmont,93,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Prunotto
2500,14%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Structured and energetic, this has a balsamic nose that offers aromas of menthol, mint, fennel, ripe berry, leather and a whiff of violet. The palate delivers crushed red cherry, black raspberry, baking spices and licorice alongside assertive tannins and fresh acidity. Drink 2017–2025.",,Multiple U.S. importers,Punset 2010  Barbaresco,$43, Piedmont,93,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2010,Punset
2501,N/A,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"An appealing fragrance of red rose and violet mingled with a whiff of baking spices drifts out of the glass. The juicy palate offers crushed Morello cherry, vanilla, licorice and cinnamon alongside firm but fine tannins. It's a balanced, classic Barbaresco.",Canova,Multiple U.S. importers,Ressia 2011 Canova  (Barbaresco),$45, Piedmont,92,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Ressia
2502,13.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Fresh and refined, this has an intensely fruity nose of wild berry, forest floor, pine and rose petal. The bright palate doles out crushed strawberry, Morello cherry, vanilla and cinnamon alongside smooth, supple tannins and bright acidity. Nicely balanced and focused. Drink through 2025.",,"Bacco Wine & Spirit, LLC",Veglio 2010  Barbaresco,$19, Piedmont,92,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2010,Veglio
2503,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"An enticing fragrance of rose, blue flower, incense and truffle wafts out of the glass. On the palate, accents of black pepper, espresso and licorice add depth to the bright cherry-berry fruit, while polished tannins give it a smooth, silky texture. It's well balanced and fresh. Drink 2018–2030.",Maria di Brun,Empson USA Ltd,Ca'Romè 2010 Maria di Brun  (Barbaresco),$113, Piedmont,92,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2010,Ca'Romè
2504,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"From one of the most celebrated vineyards in Barbaresco, this structured wine offers aromas of mature black fruit accented with whiffs of balsamic herbs and new leather. The palate delivers crushed black cherry and rasberry layered with notes of black pepper, licorice and menthol alongside assertive tannins. It needs time to unfold and develop. Drink 2016–2026.",Albesani Santo Stefano,Leonardo LoCascio Selections–The Winebow Group,Castello di Neive 2011 Albesani Santo Stefano  (Barbaresco),$65, Piedmont,92,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Castello di Neive
2505,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Lovely fragrances suggest wild berry, red flower, moist earth and sweet baking spices. The palate delivers juicy black cherry layered with notes of white pepper, cinnamon and licorice supported by a tight framework of youthfully feisty tannins that need time to tame. Drink 2016–2024.",Ronchi,Multiple U.S. importers,Albino Rocca 2011 Ronchi  (Barbaresco),$55, Piedmont,92,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Albino Rocca
2506,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"This single-vineyard offering opens with aromas of blue flower, tilled soil, ripe berry, balsamic notes and a hint of leather. The palate is still young and needs time to develop fully but already delivers layers of dark cherry, licorice, grilled herb and black pepper alongside brooding tannins. Drink 2016–2026.",Basarin,Monsieur Touton Selection Ltd,Adriano Marco & Vittorio 2011 Basarin  (Barbaresco),$34, Piedmont,92,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Adriano Marco & Vittorio
2507,14.5%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Underbrush, tobacco leaf, leather, truffle and blackberry aromas take center stage along with whiffs of toast and fig. The palate shows black cherry, carob, bitter cocoa, white pepper and sage alongside bracing tannins that leave a drying finish.",Leon Riserva,Voliovino,Rivetto 2008 Leon Riserva  (Barolo),$75, Piedmont,92,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2008,Rivetto
2508,14%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Red berry, blue lilac, baking spice and Mediterranean herb lead the nose. On the palate, notes of white pepper, sage and tobacco back up the bright red cherry flavors. It's still young, with aggressive tannins and bright acidity. Drink after 2018.",Sottocastello di Novello Riserva,Angelini Wine,Piazzo Armando 2008 Sottocastello di Novello Riserva  (Barolo),$50, Piedmont,92,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2008,Piazzo Armando
2509,14.5%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Sweet oak, vanilla, plum, violet and mocha aromas lead the nose on this structured wine. The oak influence carries over to the palate together with ripe black cherry, leather and baking spice. The tightly compacted tannins need time to unwind. Drink 2020–2035.",Vigna del Gris,Empson USA Ltd,Conterno Fantino 2010 Vigna del Gris  (Barolo),$92, Piedmont,92,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2010,Conterno Fantino
2510,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"This opens with a pretty fragrance of violet, exotic spice and perfumed berry. The juicy palate doles out ripe black cherry, crushed raspberry, freshly ground pepper, mocha and anisette. It's nicely balanced with fresh acidity and firm but polished tannins.",Coste Rubin,Palm Bay International,Fontanafredda 2010 Coste Rubin  (Barbaresco),$69, Piedmont,92,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2010,Fontanafredda
2511,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"This offers the classic Nebbiolo fragrance of blue flower, red rose, woodland berry, tilled earth and whiffs of cake spices. The palate delivers ripe black cherry, crushed raspberry and white pepper framed in big, chewy tannins.",,Multiple U.S. importers,Albino Rocca 2011  Barbaresco,$40, Piedmont,91,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Albino Rocca
2512,14.5%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Aromas of violet and rose as well as notes of leather and spice waft from the glass. The firm palate offers dried black cherry, black raspberry, white pepper and savory herb alongside assertive tannins that still need years to unwind. Drink 2020–2030.",Rocchettevino,Specialty Cellars,Ciabot Berton 2010 Rocchettevino  (Barolo),$65, Piedmont,91,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2010,Ciabot Berton
2513,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"This full-bodied wine offers classic Nebbiolo aromas of underbrush, black cherry, leather and a whiff of baking spices. It's still young, delivering raspberry, clove, cinnamon and grilled herb framed by tightly woven tannins. Give this time to unwind. Drink after 2019.",Pora Riserva,Vias Imports,Produttori del Barbaresco 2009 Pora Riserva  (Barbaresco),$65, Piedmont,91,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2009,Produttori del Barbaresco
2514,14%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Aromas recall blue flower, new leather, truffle and crushed raspberry. The bright palate offers wild cherry, cake spices, alpine herbs and a sprinkling of cocoa. It's well balanced and fresh with firm but fine tannins.",,Nicola Biscardo Selections,Alessandro Rivetto 2010  Barbaresco,N/A, Piedmont,91,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2010,Alessandro Rivetto
2515,14.5%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Mint, anisette and red berry aromas lead the nose. These follow through to the palate along with licorice, espresso, coffee, toasted oak and black pepper. It's tightly framed with drying wood tannins, but the bright fruit stands up to the strong oak influence. Drink after 2020.",Ciabot Mentin,"Skurnik Wines, Inc",Domenico Clerico 2010 Ciabot Mentin  (Barolo),$90, Piedmont,91,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2010,Domenico Clerico
2516,14%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Fresh red rose, blue flower, bright red berry and baking spices lead the nose on this structured wine. The palate delivers juicy red cherry, cinnamon and white pepper alongside notes of mint and balsamic herbs. It's a bit austere with bracing tannins that need time to soften. Drink after 2017.",Cè Vanin,Voliovino,Rivetto 2011 Cè Vanin  (Barbaresco),$40, Piedmont,91,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Rivetto
2517,N/A,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"This opens with a pretty fragrance of rose, vanilla, black fruit and subtle oak. The juicy palate offers red cherry, black raspberry, white pepper and a hint of cocoa alongside supple tannins.",Serragrilli,1_No Submitting Co,Bricco Grilli 2011 Serragrilli  (Barbaresco),N/A, Piedmont,91,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Bricco Grilli
2518,14.5%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Dense and full-bodied, this delivers sensations of asphalt, menthol, grilled herb, mature black cherry and game. Reflecting the heat of the vintage, it's ripe and forward but firmly knit tannins give it a solid backbone that will allow it to age for several more years.",La Volta Riserva,Opici Wines,Viberti 2007 La Volta Riserva  (Barolo),$105, Piedmont,91,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2007,Viberti
2519,N/A,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Mature black fruit, leather, wild berries and balsamic notes waft out of the glass. The solid palate delivers red cherry, toast and a whiff of orange peel alongside bracing tannins.",Gallina,1_Not Imported into US,Castello di Neive 2011 Gallina  (Barbaresco),N/A, Piedmont,90,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Castello di Neive
2520,14%,"Langhe, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Aromas of tilled earth, ripe black fruit, menthol and a touch of leather lead the nose on this savory, medium-bodied red. The juicy palate offers ripe black cherry, raspberry, black pepper and a balsamic note alongside supple tannins.",,Martin Scott Wines,G D Vajra 2012 Nebbiolo (Langhe),$25, Piedmont,90,Langhe,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,G D Vajra
2521,13%,"Langhe, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Bright and fragrant, this luminous wine opens with aromas of rose, violet and crushed raspberry. The juicy palate delivers mouthfuls of sour cherry and cinnamon alongside fresh acidity and supple tannins that give a silky texture.",Martinenga,Dalla Terra Winery Direct,Tenute Cisa Asinari dei Marchesi di Gresy 2013 Martinenga Nebbiolo (Langhe),$22, Piedmont,90,Langhe,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2013,Tenute Cisa Asinari dei Marchesi di Gresy
2522,14%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Leather, truffle, black cherry, grilled herb and a whiff of mocha lead the nose on this structured but straightforward wine. The palate is still rather closed but delivers crushed red cherry, white pepper and grilled herb alongside fresh acidity and young, raspy tannins that need time to soften. Drink 2018–2028.",Paiagallo,Domaine Select Wine & Spirits,Mirafiore 2010 Paiagallo  (Barolo),$135, Piedmont,90,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2010,Mirafiore
2523,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"This structured wine features an enticing fragrance of red rose petal, blue flower and a whiff of crushed red berry. The robust palate delivers juicy black cherry layered with notes of spice, vanilla, tobacco and anisette alongside firm tannins that need time to unfold.",Froi,Superior Wines,Rivetti Massimo 2011 Froi  (Barbaresco),$50, Piedmont,90,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Rivetti Massimo
2524,14%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Aromas of black cherry, licorice, leather, violet and a whiff of tobacco open this wine. The palate is still a bit closed but delivers black raspberry, wild cherry, anisette and a note of black pepper alongside big, brooding tannins that need time to come around. Drink 2017–2024.",,"Frederick Wildman & Sons, Ltd",Marchesi di Barolo 2009  Barolo,$51, Piedmont,90,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2009,Marchesi di Barolo
2525,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Fragrances suggest wild berry layered with notes of forest floor, red rose, leather, clove and balsam. On the palate, sage, thyme and espresso back up sensations of ripe Morello cherry alongside tightly woven and assertive tannins that need time to unwind. Drink 2016–2023.",Roncaglie,David Vincent Selection,Socré 2011 Roncaglie  (Barbaresco),$49, Piedmont,90,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Socré
2526,13.5%,"Roero, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"This elegant expression of Nebbiolo opens with aromas of dried rose, crushed violet, tilled earth, savory herb and a balsamic note. The palate offers juicy black raspberry, dark cherry, truffle, vanilla and a hint of mocha. It's balanced, with fresh acidity and supple tannins.",Montegalletto,World of Wine Guide,Cascina del Pozzo 2010 Montegalletto  (Roero),$20, Piedmont,90,Roero,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2010,Cascina del Pozzo
2527,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Pretty aromas suggest violet, sandalwood, incense, plum and chocolate. The ripe palate offers crushed black cherry, mocha, espresso and vanilla alongside firm tannins. A licorice note signals the close.",Bernardot,Leonardo LoCascio Selections–The Winebow Group,Ceretto 2011 Bernardot  (Barbaresco),$93, Piedmont,90,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Ceretto
2528,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Earthy, alluring fragrances suggest bright berry, rose petal and tilled soil. The palate delivers ripe, wild cherry completed by notes of vanilla, white and black pepper alongside youthful, bracing tannins. Drink 2016–2024.",Ovello Vigna Loreto,Multiple U.S. importers,Albino Rocca 2011 Ovello Vigna Loreto  (Barbaresco),$60, Piedmont,90,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Albino Rocca
2529,14.5%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Ripe berry, tilled earth, violet, grilled herb and coffee aromas lead the nose on this firmly structured wine. The palate delivers black cherry, crushed raspberry, chocolate, anisette and black pepper. It's supported by a backbone of bracing, astringent tannins.",Pajana,"Skurnik Wines, Inc",Domenico Clerico 2010 Pajana  (Barolo),$90, Piedmont,90,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2010,Domenico Clerico
2530,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"This starts with aromas of rose, crushed violet, red berry and mint. The palate delivers red and black cherry accented with notes of cocoa and mocha alongside youthfully assertive tannins.",Gallina,Soilair Selection,Oddero 2011 Gallina  (Barbaresco),$48, Piedmont,90,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Oddero
2531,14%,"Langhe, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Showing Nebbiolo's youthful energy and refinement, this full-bodied but easy-drinking wine features aromas of red rose, violet, red berry and a whiff of baking spice. The palate doles out succulent cherry-berry and cinnamon alongside silky, supple tannins. Drink through 2016.",,Leonardo LoCascio Selections–The Winebow Group,Giuseppe Cortese 2012 Nebbiolo (Langhe),$24, Piedmont,90,Langhe,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Giuseppe Cortese
2532,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Aromas include red flower, iris, black fruit, baking spices and a whiff of eucalyptus. On the palate, cinnamon, sage, mint and a hint of vanilla add depth to the sour cherry and black raspberry flavors. It's still young with tight, drying tannins that need time to unwind. Drink 2016–2021.",,Soilair Selection,Cascina Bruciata 2011  Barbaresco,$35, Piedmont,90,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Cascina Bruciata
2533,14.5%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Rose petal, leather, wet soil, truffle and red berry aromas lead the nose and follow through to the ripe palate along with cherry-berry, white pepper and mint. It's delicious and already surprisingly accessible. Drink 2016–2023.",Riund Bricco Rocca Riserva,"Metropolis Wine Merchants, Inc",Cascina del Monastero 2008 Riund Bricco Rocca Riserva  (Barolo),$85, Piedmont,90,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2008,Cascina del Monastero
2534,N/A,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"This leads off with aromas of mature black fruit, toasted oak, coffee bean and a whiff of balsamic herbs. The ripe palate delivers fleshy red cherry and black raspberry with layers of cocoa, espresso and sage alongside bracing tannins.",Rabajà,Acid Inc Selections,Cascina Luisin 2011 Rabajà  (Barbaresco),$65, Piedmont,90,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Cascina Luisin
2535,N/A,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"This full-bodied wine reveals aromas of wild berry and allspice accented with a balsamic note. The palate is still rather closed but delivers black cherry, black pepper, sage and licorice alongside tightly woven tannins that need to unwind. Drink 2016–2023.",,Leonardo LoCascio Selections–The Winebow Group,Castello di Neive 2011  Barbaresco,$35, Piedmont,90,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Castello di Neive
2536,14.5%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Aromas of this brawny wine suggest black plum, berry, violet, leather and dill. Notes of licorice, tobacco and black pepper back up the sour cherry fruit. Big with round tannins, this is just reaching its ideal drinking window. Drink through 2019.",Bricco delle Viole Riserva,Opici Wines,Viberti 2007 Bricco delle Viole Riserva  (Barolo),$105, Piedmont,90,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2007,Viberti
2537,14.5%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Aromas recall fennel, grilled herb, leather, mocha and a whiff of balsam. Reflecting the heat of the vintage, the palate is already evolved but still shows dried black cherry and black pepper. Drink through 2017.",Vigna Rionda,"Ionia Atlantic Imports, LLC",Luigi Oddero & Figli 2007 Vigna Rionda  (Barolo),$129, Piedmont,90,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2007,Luigi Oddero & Figli
2538,N/A,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"A big, soulful wine, this has slightly funky, earthy aromas that include tilled soil, truffle, leather, underbrush and mature black fruit. The fleshy palate delivers ripe black cherry, juicy raspberry, white pepper, cinnamon, vanilla and a touch of mocha. It's structured, with tightly woven tannins that need time to soften. Drink after 2016.",Elisa,Vignaioli Selection,Ada Nada 2011 Elisa  (Barbaresco),$41, Piedmont,90,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Ada Nada
2539,14%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Menthol, crushed flower, red raspberry and savory herb aromas unfold in the glass. The palate conveys juicy red cherry, white pepper and cinnamon alongside supple tannins. It's surprisingly accessible for such a young Barolo. Drink 2016–2022.",,Empson USA Ltd,Cascina Bongiovanni 2010  Barolo,$56, Piedmont,90,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2010,Cascina Bongiovanni
2540,14%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Initially a bit closed, this opens with aromas of leather, leafy underbrush, tilled soil, wild berry and a whiff of cellar floor. The palate is still primary, displaying red cherry, sage and menthol alongside tightly knit tannins. Drink after 2018.",Riserva,D&G Distributors,Casetta 2008 Riserva  (Barolo),$68, Piedmont,90,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2008,Casetta
2541,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"This structured Barbaresco offers aromas of ripe black fruit, espresso and balsamic notes. The fleshy palate delivers crushed black cherry, licorice, coffee bean, black pepper and grilled herb alongside grippy tannins that need a few years to soften and unwind. Drink after 2017.",Cottà,Giuliana Imports,Sottimano 2011 Cottà  (Barbaresco),$58, Piedmont,90,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Sottimano
2542,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Subtle aromas include crushed flower, forest floor, graphite, black berry and a note of menthol. The ripe palate offers red cherry-berry and a hint of cinnamon alongside muted but drying tannins. Drink through 2021.",Rio Sordo,Empson USA Ltd,Ca'Romè 2011 Rio Sordo  (Barbaresco),$97, Piedmont,89,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Ca'Romè
2543,14%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Aromas of licorice, black cherry and a whiff of cooking spices lead the nose. The palate delivers dark cherry, ripe raspberry, white pepper, and notes of anisette and sage alongside bracing tannins.",Mantico,Vin Divino,Bersano 2011 Mantico  (Barbaresco),$45, Piedmont,89,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Bersano
2544,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"From one of the most esteemed vineyards in the denomination, this features aromas of oak, toast, black berry and a whiff of rubber. The palate offers plum, black cherry, roasted coffee bean, spearmint and vanilla alongside bracing tannins.",Asili,Leonardo LoCascio Selections–The Winebow Group,Ceretto 2011 Asili  (Barbaresco),$195, Piedmont,89,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Ceretto
2545,14.5%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Aromas of fresh violet, blue lilac, mint, menthol and orange zest take center stage. The ethereal fragrance doesn't carry over to the palate however, which displays oak extract, dried cherry, espresso, dried sage and roasted coffee bean alongside bitterly astringent wood tannins that dry out the mouth and generate an abrupt finish.",Aeroplanservaj,"Skurnik Wines, Inc",Domenico Clerico 2010 Aeroplanservaj  (Barolo),$110, Piedmont,89,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2010,Domenico Clerico
